user_id,support_tickets_90d,ticket_avg_resolution_hrs_90d
2485-ITVKB,0,9.6
3669-OYSJI,0,9.6
1612-EOHDH,0,5.7
6702-OHFWR,0,8.8
5296-BFCYD,1,11.1
4510-PYUSH,0,12.1
9359-JANWS,0,5.9
7517-SAWMO,0,17.1
4143-HHPMK,0,9.6
3279-DYZQM,0,3.8
7054-LGEQW,0,4.3
0523-VNGTF,0,13.2
9575-IWCAZ,1,12.9
7105-MXJLL,0,17.7
7064-FRRSW,0,16.8
7940-UQQUG,0,15.0
0923-PNFUB,0,7.5
3961-SXAXY,1,10.9
7010-BRBUU,1,24.9
3566-HJGPK,0,13.4
3062-ICYZQ,0,5.3
9938-PRCVK,0,13.8
0973-KYVNF,0,13.0
5129-HHMZC,0,13.5
9637-CDTKZ,0,1.0
3946-JEWRQ,2,2.8
7873-CVMAW,2,14.2
0463-WZZKO,0,7.4
3494-JCHRQ,0,18.8
6474-FVJLC,1,12.5
4524-QCSSM,1,8.1
5832-EXGTT,0,13.6
8840-DQLGN,1,9.6
2039-JONDJ,1,5.1
7217-JYHOQ,1,11.9
6695-FRVEC,0,11.7
4547-LYTDD,1,9.3
9894-QMIMJ,1,8.1
8069-YQQAJ,0,18.9
6770-XUAGN,0,11.0
4193-ORFCL,1,12.1
1636-NTNCO,0,9.4
3466-WAESX,0,11.2
9281-PKKZE,0,20.0
3638-VBZTA,0,12.8
7459-IMVYU,0,12.6
7776-QWNFX,0,9.1
6689-TCZHQ,0,9.7
8563-OYMQY,0,15.8
0754-EEBDC,0,3.2
5777-ZPQNC,1,4.4
1951-IEYXM,0,8.8
3318-NMQXL,1,7.9
3143-ILDAL,1,4.7
1022-RKXDR,0,12.4
2361-FJWNO,0,1.0
2272-UOINI,1,9.5
8232-UTFOZ,1,12.1
3750-YHRYO,0,9.5
6637-KYRCV,0,7.1
5668-MEISB,0,11.3
0129-QMPDR,0,21.3
7188-CBBBA,0,8.9
5356-CSVSQ,1,11.2
3221-CJMSG,2,8.7
4720-VSTSI,0,13.2
3219-JQRSL,2,8.0
2801-NISEI,0,12.6
3946-MHCZW,2,2.9
4623-ZKHLY,1,2.0
6732-VAILE,0,12.4
8201-AAXCB,2,11.0
7696-CFTAT,1,7.6
1845-CSBRZ,0,5.4
2123-VSCOT,0,11.5
6651-AZVTJ,0,6.2
4566-GOLUK,1,8.0
2484-DGXPZ,0,19.9
2018-QKYGT,1,7.4
2792-VPPET,2,10.3
7409-JURKQ,0,6.4
3247-MHJKM,0,6.4
1964-SVLEA,1,15.5
4587-NUKOX,1,7.3
7297-DVYGA,1,11.6
2239-CGBUZ,0,16.0
0854-UYHZD,0,10.3
7243-LCGGZ,1,17.0
8267-KFGYD,0,8.2
4890-VMUAV,0,11.3
9261-WDCAF,2,6.1
3764-MNMOI,0,10.0
7442-YGZFK,0,10.7
0420-BWTPW,1,6.4
8229-BUJHX,1,4.4
7449-HVPIV,0,11.8
5504-WSIUR,0,13.3
8183-ONMXC,0,12.0
8466-PZBLH,1,12.4
9614-RMGHA,0,12.3
8735-IJJEG,0,6.3
0564-MUUQK,1,6.0
5054-IEXZT,0,12.9
5834-ASPWA,1,5.0
0701-RFGFI,0,4.7
0019-EFAEP,1,5.4
5619-PTMIK,1,16.3
3737-XBQDD,1,11.9
5882-CMAZQ,0,14.4
5846-QFDFI,0,4.7
4445-KWOKW,0,15.0
3511-APPBJ,1,14.5
7967-HYCDE,0,10.1
2430-RRYUW,0,1.6
3948-XHGNA,1,4.7
3723-BFBGR,0,16.5
0565-IYCGT,1,10.9
5447-WZAFP,0,7.9
5110-CHOPY,0,19.6
5445-UTODQ,0,11.4
4425-OWHWB,0,6.4
7892-QVYKW,0,8.1
9675-ICXCT,0,11.6
1024-VRZHF,0,13.8
4703-MQYKT,1,7.1
9497-QCMMS,0,9.8
5692-ICXLW,0,9.4
0602-DDUML,0,11.9
2208-MPXIO,0,18.7
1960-UYCNN,0,15.0
0348-SDKOL,0,14.3
3190-FZATL,0,11.5
7336-RLLRH,1,14.9
4373-MAVJG,0,11.0
8901-HJXTF,0,12.5
7710-JSYOA,1,16.8
5419-KLXBN,0,10.2
3424-NMNBO,0,6.8
9885-MFVSU,0,11.2
4514-GFCFI,0,4.8
0607-MVMGC,1,3.8
3365-SAIGS,0,10.9
9828-AOQLM,1,13.7
8022-BECSI,0,15.2
8000-REIQB,0,11.0
9993-LHIEB,2,7.2
0266-CLZKZ,1,7.9
7615-ESMYF,1,10.0
3858-VOBET,0,10.9
7020-OZKXZ,0,6.4
3977-QCRSL,0,10.2
0017-DINOC,1,3.1
1447-PJGGA,0,13.9
8565-CLBZW,0,11.7
9139-WQQDY,1,11.4
0224-HJAPT,1,14.3
8086-OVPWV,2,16.1
9430-FRQOC,2,12.2
7639-OPLNG,1,6.8
3074-GQWYX,0,7.8
1492-QGCLU,0,4.1
6845-RGTYS,0,16.0
7328-OWMOM,1,6.8
4418-LZMSV,0,16.7
5155-AZQPB,0,9.1
8861-HGGKB,0,11.9
1087-GRUYI,0,3.4
7065-YUNRY,0,9.6
7694-VLBWQ,0,8.2
2546-KZAAT,1,6.8
0181-RITDD,0,9.2
5989-PGKJB,0,3.0
4795-KTRTH,0,15.1
8272-ONJLV,0,8.8
1488-PBLJN,1,8.5
0308-GIQJT,0,12.0
3778-FOAQW,0,5.9
4452-ROHMO,0,12.5
6481-OGDOO,0,11.0
3090-LETTY,0,18.7
5349-AZPEW,1,15.2
3753-TSEMP,1,1.6
8305-VHZBZ,0,14.3
9720-JJJOR,0,11.8
8100-HZZLJ,0,1.1
8775-ERLNB,0,13.7
8309-IEYJD,0,9.3
9172-JITSM,2,7.9
6298-QDFNH,0,13.0
7398-HPYZQ,0,6.4
3546-GHEAE,0,12.8
7361-YPXFS,0,15.8
6557-BZXLQ,0,6.7
2550-QHZGP,0,15.0
7519-JTWQH,0,6.7
2538-OIMXF,0,8.6
8543-MSDMF,0,11.1
9961-JBNMK,0,14.3
1170-SASML,1,11.4
4872-JCVCA,0,15.5
5346-BZCHP,1,7.9
2038-LLMLM,0,11.5
6173-ITPWD,0,13.0
9734-UYXQI,0,9.4
1216-BGTSP,0,8.3
4138-NAXED,0,10.4
2189-UXTKY,0,9.1
0744-BIKKF,1,6.6
7483-IQWIB,0,11.0
5248-KWLAR,1,6.7
4958-GZWIY,1,20.2
7996-MHXLW,0,8.9
7833-PKIHD,0,10.4
7061-OVMIM,1,8.4
5153-RTHKF,1,8.7
1852-QSWCD,0,12.3
4832-VRBMR,0,12.7
9079-LWTFD,2,8.7
6356-ELRKD,1,11.7
8624-GIOUT,0,13.1
3392-EHMNK,0,10.8
5986-WWXDV,1,7.4
3061-BCKYI,0,14.9
6179-GJPSO,0,16.6
7901-TBKJX,2,13.3
7228-PAQPD,1,10.1
3177-LASXD,0,7.3
7746-QYVCO,0,15.4
5804-HYIEZ,0,8.2
9919-FZDED,0,12.6
5934-TSSAU,1,12.2
3486-KHMLI,2,4.3
4897-QSUYC,1,3.1
1084-UQCHV,1,8.9
8290-YWKHZ,0,13.7
2955-BJZHG,1,3.1
3806-DXQOM,0,16.2
6784-XYJAE,0,9.6
3933-DQPWX,2,6.9
6661-EIPZC,0,10.0
8957-THMOA,0,14.2
2251-PYLPB,1,10.0
5555-RNPGT,0,8.9
1057-FOGLZ,0,10.7
9300-RENDD,0,10.3
0761-AETCS,0,8.6
8087-LGYHQ,0,11.4
4137-BTIKL,1,9.9
2190-BCXEC,0,11.7
6227-FBDXH,0,8.0
2153-MREFK,0,9.5
2911-WDXMV,1,12.0
7206-PQBBZ,0,11.0
3106-ULWFW,0,7.9
0925-VYDLG,0,12.7
4547-FZJWE,0,7.3
7422-WNBTY,0,14.0
0842-IWYCP,0,12.7
3521-HTQTV,1,16.8
3744-ZBHON,0,8.0
3373-DIUUN,1,2.2
8383-SGHJU,0,5.8
7607-QKKTJ,0,8.4
7707-PYBBH,0,14.0
8984-HPEMB,0,11.7
4349-GFQHK,0,17.2
4139-DETXS,0,8.4
9779-DPNEJ,0,13.5
9805-FILKB,0,5.8
5793-YOLJN,0,4.9
0673-IGUQO,0,9.5
4123-FCVCB,0,13.3
8819-IMISP,0,15.7
7802-EFKNY,0,13.1
8311-UEUAB,0,10.7
5858-EAFCZ,0,10.5
8035-BUYVG,1,7.1
1163-ONYEY,0,2.6
9787-XVQIU,0,7.9
8945-MUQUF,1,13.9
5656-MJEFC,0,10.5
6082-OQFBA,0,10.7
8051-HJRLT,0,12.0
8974-OVACP,0,10.3
4010-YLMVT,1,10.0
1379-FRVEB,0,8.0
8612-GXIDD,0,7.4
6288-CHQJB,1,12.5
8160-HOWOX,2,16.8
3023-GFLBR,1,4.5
6648-INWPS,1,11.0
4223-BKEOR,1,10.5
4079-VTGLK,1,11.1
1763-WQFUK,0,11.0
1391-UBDAR,2,9.1
8894-JVDCV,0,12.8
2023-VQFDL,0,8.5
1345-GKDZZ,0,3.1
2014-MKGMH,0,11.3
5628-FCGYG,0,14.0
2560-WBWXF,0,6.8
0248-IPDFW,2,6.3
7978-DKUQH,0,9.0
4335-UPJSI,0,10.7
0524-IAVZO,0,5.6
2737-YNGYW,0,6.6
1784-EZDKJ,0,15.8
9297-FVVDH,0,14.6
8007-YYPWD,0,8.0
7101-HRBLJ,0,5.8
5159-YFPKQ,0,5.0
6635-CPNUN,0,16.5
4021-RQSNY,0,12.6
5453-YBTWV,1,6.6
5039-LZRQT,0,6.3
2931-VUVJN,0,19.6
9061-TIHDA,0,13.8
8699-ASUFO,1,10.5
6418-PIQSP,1,16.5
8220-OCUFY,0,14.0
3995-WFCSM,0,4.9
1895-QTKDO,0,11.2
2038-OEQZH,0,9.9
1178-PZGAB,1,12.7
7927-AUXBZ,0,6.7
2626-VEEWG,0,9.0
2878-RMWXY,1,3.8
1657-DYMBM,1,10.4
7311-MQJCH,2,2.1
7375-WMVMT,1,9.0
1136-XGEQU,1,9.8
2530-FMFXO,0,18.0
6844-DZKRF,0,7.6
4695-WJZUE,0,6.3
7619-ODSGN,0,15.7
5970-GHJAW,1,5.4
8879-XUAHX,1,10.6
3689-MOZGR,0,13.2
4195-PNGZS,2,10.7
5003-XZWWO,0,3.6
3988-RQIXO,0,12.0
7622-FWGEW,0,11.3
6922-NCEDI,0,4.2
2514-GINMM,0,15.9
9891-NQDBD,1,12.2
6131-IUNXN,1,13.1
8548-AWOFC,0,11.6
9798-DRYDS,0,9.2
8532-UEFWH,0,17.7
6296-DDOOR,0,8.3
7951-VRDVK,0,4.1
5931-FLJJF,1,10.1
4815-YOSUK,0,8.4
2659-VXMWZ,0,9.1
0380-NEAVX,0,8.6
3207-OYBWH,0,6.1
4285-GYRQC,0,5.2
7216-EWTRS,1,10.8
4365-MSDYN,0,12.3
7036-TYDEC,1,10.5
5802-ADBRC,0,2.3
8076-FEZKJ,1,4.9
5197-YPYBZ,0,11.7
8337-MSSXB,2,7.1
4312-GVYNH,0,8.9
8495-LJDFO,0,13.0
0839-JTCUD,1,11.2
5494-WOZRZ,0,1.1
1302-UHBDD,0,6.0
2234-EOFPT,1,6.8
8619-IJNDK,0,13.8
8378-LKJAF,1,5.9
8182-BJDSI,0,7.7
2528-HFYZX,1,15.1
1153-GNOLC,0,7.6
3298-QEICA,0,15.1
0788-DXBFY,1,15.1
3597-YASZG,1,10.8
3496-LFSZU,0,3.9
5242-UOWHD,0,6.9
2482-CZGBB,0,9.2
6479-SZPLM,0,6.3
8097-VBQTZ,1,11.0
4500-HKANN,0,17.3
9917-KWRBE,0,8.2
3420-ZDBMA,1,10.9
2212-LYASK,0,11.4
1393-IMKZG,0,15.1
8069-RHUXK,1,14.6
3398-GCPMU,0,16.0
2908-WGAXL,0,8.7
3378-AJRAO,0,6.5
1013-QCWAM,1,11.4
0866-QLSIR,0,14.9
6050-FFXES,1,8.0
7181-BQYBV,0,10.7
0362-RAOQO,0,14.6
9554-DFKIC,1,4.6
5527-ACHSO,0,8.2
0829-DDVLK,0,16.4
1399-UBQIU,1,9.5
1813-JLKWR,0,11.6
0336-PIKEI,1,11.8
7322-OCWHC,0,13.3
9537-VHDTA,0,11.6
4957-TIALW,0,7.5
2054-PJOCK,0,11.8
9150-HEPMB,0,11.2
9030-QGZNL,0,10.8
6204-IEUXJ,0,4.3
3126-WQMGH,1,17.0
4529-CKBCL,0,8.2
2506-CLAKW,0,8.2
7176-WRTNX,1,11.2
1583-IHQZE,0,16.9
5732-IKGQH,0,6.0
9239-GZHZE,0,4.7
7205-BAIAD,2,7.8
0151-ONTOV,1,12.3
4140-MUHUG,0,10.6
0093-EXYQL,0,13.6
8064-RAVOH,0,4.8
0219-QAERP,0,6.3
0320-JDNQG,0,8.2
7180-PISOG,0,9.3
9168-INPSZ,0,6.0
3571-RFHAR,1,12.7
0015-UOCOJ,1,8.6
5334-AFQJB,0,13.8
2754-SDJRD,0,1.0
9578-VRMNM,0,2.1
1587-FKLZB,2,11.0
6140-QNRQQ,2,11.2
8963-JLGJT,0,15.3
4307-KTUMW,2,6.4
1465-LNTLJ,1,8.1
5440-FLBQG,0,13.5
2135-DQWAQ,0,18.1
4056-QHXHZ,1,5.1
7470-MCQTK,0,7.8
7488-MXJIV,0,8.7
7401-JIXNM,0,11.4
9339-FIIJL,1,14.7
2027-FECZV,1,12.7
2672-DZUOY,1,5.0
4706-DGAHW,0,14.1
3870-MQAMG,0,6.0
6670-MFRPK,0,9.7
6177-PEVRA,1,3.9
4800-CZMPC,0,16.7
4813-HQMGZ,0,12.3
7579-KKLOE,1,14.4
7377-DMMRI,1,12.2
8402-EIVQS,0,6.3
4947-DSMXK,1,16.9
7245-NIIWQ,0,11.1
0002-ORFBO,2,4.7
3324-OIRTO,0,3.2
5414-OFQCB,0,14.5
4967-WPNCF,0,4.5
8552-OBVRU,0,6.8
8499-BRXTD,0,15.1
9154-QDGTH,0,12.0
8197-BFWVU,0,12.6
2577-GVSIL,0,6.2
9367-OIUXP,0,9.4
6770-UAYGJ,0,8.2
6463-HHXJR,0,9.3
7928-VJYAB,0,14.2
1187-WILMM,0,13.6
9776-OJUZI,0,7.9
1306-RPWXZ,0,4.9
8949-JTMAY,0,11.7
2774-LVQUS,0,4.5
3097-PYWXL,0,13.2
2266-SJNAT,0,11.8
0869-PAPRP,1,11.5
4238-JSSWH,1,4.1
2972-YDYUW,0,8.1
1104-FEJAM,0,18.6
2809-ILCYT,1,10.0
5499-ECUTN,1,10.0
4981-FLTMF,1,10.3
9121-PHQSR,0,14.9
3113-IWHLC,0,8.8
3211-ILJTT,0,10.3
4612-THJBS,1,13.1
4277-BWBML,0,8.4
4094-NSEDU,0,12.7
0234-TEVTT,1,13.1
4304-TSPVK,0,6.5
1552-AAGRX,0,13.8
2637-FKFSY,0,9.3
9796-MVYXX,0,11.0
7874-ECPQJ,0,12.0
0020-INWCK,0,13.4
7089-RKVSZ,0,6.2
2683-JXWQQ,0,9.2
9548-ZMVTX,1,5.0
8739-XNIKG,0,11.0
9755-JHNMN,0,8.6
3981-QSVQI,0,18.2
2789-HQBOU,1,9.3
9424-CMPOG,1,3.8
5067-WJEUN,1,8.9
3450-WXOAT,0,9.3
9251-WNSOD,0,8.5
6974-DAFLI,0,2.1
2616-UUTFK,0,8.8
7064-JHXCE,0,6.6
5103-MHMHY,0,5.8
7989-AWGEH,0,16.2
4373-VVHQL,0,5.6
4559-UWIHT,0,8.6
7268-IGMFD,1,14.5
1846-XWOQN,0,9.1
0235-KGSLC,0,8.2
6650-BWFRT,0,3.6
9570-KYEUA,1,4.1
6993-YGFJV,1,13.1
2712-SYWAY,1,17.3
0730-BGQGF,1,6.8
5498-IBWPI,0,4.3
9101-NTIXF,0,6.6
0013-SMEOE,0,11.8
9314-QDMDW,0,7.7
9308-ANMVE,0,12.9
2884-GBPFB,0,13.5
3757-NJYBX,1,5.6
3413-DHLPB,1,5.2
7649-PHJVR,0,7.3
6114-TCFID,0,14.6
3787-TRIAL,0,3.3
2573-GYRUU,0,10.4
5156-UMKOW,1,10.6
1247-QBVSH,0,10.2
6734-GMPVK,0,12.4
9822-OAOVB,0,5.7
6161-ERDGD,0,6.9
1226-JZNKR,0,8.8
7318-EIVKO,0,10.6
3771-PZOBW,0,10.9
5136-KCKGI,0,5.8
8231-BSWXX,0,16.7
6486-LHTMA,0,6.4
4083-BFNYK,0,15.9
3722-WPXTK,0,4.7
7389-KBFIT,0,5.7
7176-WIONM,0,11.9
5141-ZUVBH,2,13.2
1089-HDMKP,0,10.6
7623-HKYRK,2,11.7
0310-SUCIN,0,3.3
5197-PYEPU,1,8.7
2929-ERCFZ,0,10.3
7548-SEPYI,1,8.5
8835-VSDSE,0,4.4
6619-RPLQZ,0,9.6
3275-RHRNE,0,7.9
3503-TYDAY,1,10.4
6901-GOGZG,0,12.5
1623-NLDOT,0,12.9
7021-XSNYE,1,9.8
9621-OUPYD,0,13.6
9898-KZQDZ,1,3.5
8982-NHAVY,1,3.8
4307-KWMXE,0,11.1
0141-YEAYS,0,1.0
2450-ZKEED,1,6.3
3694-DELSO,1,7.5
3893-JRNFS,0,9.8
9603-OAIHC,0,12.6
1133-KXCGE,0,10.0
5236-PERKL,0,11.8
0142-GVYSN,1,12.9
1049-FYSYG,0,9.0
7854-FOKSF,1,13.2
2519-FAKOD,0,6.0
8406-LNMHF,2,7.2
1821-BUCWY,0,12.3
8263-JQAIK,0,8.4
0023-UYUPN,0,10.1
8314-DPQHL,0,12.4
1465-WCZVT,0,11.5
9481-SFCQY,0,10.2
6360-SVNWV,0,11.5
0567-GGCAC,1,11.9
7089-IVVAZ,0,5.8
8884-MRNSU,0,8.6
2171-UDMFD,1,8.9
9050-IKDZA,0,9.9
2205-YMZZJ,3,8.1
9802-CAQUT,0,10.2
1254-IZEYF,0,7.9
0187-WZNAB,0,10.3
9492-TOKRI,0,7.7
1475-VWVDO,0,12.4
9221-OTIVJ,1,13.5
1357-MVDOZ,0,9.1
7602-MVRMB,1,12.3
3325-FUYCG,1,10.6
5908-QMGOE,0,7.9
1197-BVMVG,0,7.3
5406-KGRMX,1,10.7
8481-YYXWG,0,4.7
5968-HYJRZ,0,11.8
5198-EFNBM,0,14.0
7516-GMHUV,0,8.9
7140-ADSMJ,1,7.8
2230-XTUWL,0,10.9
7706-YLMQA,0,12.8
2585-KTFRE,0,11.8
7994-UYIVZ,0,5.8
2609-IAICY,0,10.6
1740-CSDJP,1,11.9
7717-BICXI,0,17.2
6559-RAKOZ,1,10.8
2636-OHFMN,0,10.1
4716-MRVEN,0,4.1
2143-LJULT,0,2.8
1323-OOEPC,0,16.9
3200-MNQTF,2,18.0
6164-HXUGH,0,7.7
5630-IXDXV,2,5.6
0320-DWVTU,1,12.3
9135-MGVPY,1,15.3
1212-GLHMD,1,11.3
7878-JGDKK,0,6.3
1088-AUUZZ,0,3.5
0397-GZBBC,1,1.0
6614-YWYSC,1,8.6
9588-OZDMQ,0,11.4
7641-EUYET,0,12.8
6476-EPYZR,0,8.0
9921-ZVRHG,0,9.2
1174-FGIFN,0,5.4
6620-HVDUJ,1,7.7
4701-MLJPN,0,9.5
1032-MAELW,0,15.1
7641-TQFHN,0,7.4
1552-TKMXS,1,11.7
9206-GVPEQ,0,15.1
8622-ZLFKO,1,11.1
1596-BBVTG,0,10.6
6188-UXBBR,1,15.0
2333-KWEWW,0,14.6
5702-SKUOB,0,14.2
1134-YWTYF,0,11.5
6061-GWWAV,0,11.0
0679-TDGAK,0,3.8
6585-WCEWR,0,10.0
9067-YGSCA,1,14.4
9067-SQTNS,1,6.5
8433-WXGNA,1,5.8
1776-SPBWV,0,18.5
8735-SDUFN,0,9.5
9668-PUGNU,0,13.5
9405-GPBBG,2,10.1
1926-QUZNN,0,7.9
3707-GNWHM,0,6.2
7016-NVRIC,0,7.5
5829-NVSQN,0,6.4
9565-AXSMR,0,7.1
8922-LIEGH,0,11.2
8869-LIHMK,3,7.3
8245-UMPYT,0,15.9
5186-SAMNZ,0,16.5
0447-RXSGD,0,2.8
4927-WWOOZ,0,10.3
5788-YPOEG,1,2.6
5373-SFODM,0,2.6
0661-KBKPA,1,5.7
9081-WWXKP,0,12.5
0784-ZQJZX,1,18.2
3133-PZNSR,0,8.9
5766-ZJYBB,0,14.4
8931-GJJIQ,2,5.6
4277-PVRAN,0,8.5
0022-TCJCI,2,2.7
0722-SVSFK,0,5.6
3612-YVGSJ,0,3.7
9825-YCXWZ,0,9.5
5397-NSKQG,0,14.0
8565-HBFNN,0,4.4
2000-DHJUY,1,13.6
0203-HHYIJ,1,10.2
8670-ERCJH,0,12.8
7758-UJWYS,0,3.4
2050-ONYDQ,0,7.8
7055-JCGNI,1,5.1
0739-UUAJR,3,7.6
4826-DXMUP,0,13.6
0952-KMEEH,0,11.6
7285-KLOTR,1,9.2
0654-PQKDW,0,14.4
7175-NTIXE,0,6.7
7963-SHNDT,0,9.5
9796-BPKIW,0,7.8
0188-GWFLE,0,9.1
8129-GMVGI,1,10.7
2882-DDZPG,0,10.7
3547-LQRIK,0,11.5
9137-NOQKA,1,11.5
5843-TTHGI,1,9.5
1849-RJYIG,1,10.0
8868-GAGIO,0,12.4
4061-UKJWL,0,16.2
5380-XPJNZ,1,5.2
8263-QMNTJ,0,14.6
8178-EYZUO,0,12.1
3230-JCNZS,0,6.2
0277-ORXQS,1,5.4
5130-IEKQT,0,16.5
3230-WYKIR,1,11.0
7996-BPXHY,0,14.3
3227-WLKLI,1,11.6
0407-BDJKB,0,8.9
2266-FUBDZ,1,10.2
8237-ULIXL,0,12.2
9600-UDOPK,0,11.5
8216-AZUUZ,0,11.6
9153-BTBVV,0,8.6
4074-SJFFA,1,1.0
3269-ATYWD,1,9.9
5186-PEIZU,0,15.8
1074-AMIOH,0,10.8
4910-GMJOT,0,9.9
0354-WYROK,0,19.0
4361-FEBGN,0,14.4
7748-UMTRK,0,9.2
0380-ZCSBI,0,12.8
7145-FEJWU,0,10.0
6463-MVYRY,1,7.6
3969-JQABI,1,5.4
9624-EGDEQ,1,10.5
1051-EQPZR,0,11.9
5849-ASHZJ,0,11.1
5780-INQIK,0,5.7
7576-OYWBN,1,13.6
4526-ZJJTM,0,10.6
8384-FZBJK,0,14.6
3750-RNQKR,1,12.2
0962-CQPWQ,0,13.1
3096-YXENJ,0,1.0
1265-BCFEO,0,5.8
5837-LXSDN,0,1.0
5945-AZYHT,1,2.2
8325-QRPZR,2,5.1
6384-VMJHP,0,8.6
2262-SLNVK,1,9.9
7730-CLDSV,0,9.1
1135-HIORI,1,7.0
0164-APGRB,0,10.0
6481-ESCNL,0,9.8
1790-NESIO,0,7.0
1550-EENBN,0,4.2
5539-TMZLF,0,15.1
4323-SADQS,2,4.8
4446-BZKHU,1,15.0
5202-IVJNU,0,3.6
5976-JCJRH,1,5.3
8198-RKSZG,0,11.7
0137-OCGAB,0,16.6
3351-NQLDI,0,5.2
9297-EONCV,1,7.6
7593-JNWRU,0,10.0
4588-YBNIB,0,6.2
1069-QJOEE,0,17.8
3336-JORSO,0,9.1
7799-DSEWS,0,7.2
8766-PAFNE,0,7.2
5315-CKEQK,0,5.2
3130-ICDUP,2,12.3
0820-FNRNX,0,5.6
0880-FVFWF,0,7.3
4611-ANLQC,0,4.0
4213-HKBJO,0,6.5
2792-LSHWX,1,11.0
5028-GZLDO,0,6.2
0014-BMAQU,0,13.1
6861-XWTWQ,1,8.5
9018-PCIOK,0,8.6
4837-QUSFT,1,2.9
6877-TJMBR,0,13.0
9953-ZMKSM,0,11.5
0907-HQNTS,1,11.3
7665-NKLAV,1,6.4
6769-DCQLI,0,8.5
2433-KMEAS,1,5.3
4391-LNRXK,0,10.4
8250-ZNGGW,0,9.0
2195-ZRVAX,0,16.7
3550-SAHFP,1,9.1
2011-TRQYE,1,10.2
8562-GHPPI,0,9.9
5893-PYOLZ,0,9.0
4986-MXSFP,0,15.5
6131-FOYAS,2,11.9
3027-YNWZU,1,14.4
5609-IMCGG,0,2.6
4873-ILOLJ,0,15.3
4727-MCYZG,0,11.9
9481-WHGWY,1,5.4
2725-KXXWT,0,8.5
9565-DJPIB,1,13.3
4328-VUFWD,1,7.1
3301-LSLWQ,0,11.7
7473-ZBDSN,0,15.1
3166-PNEOF,1,12.4
5639-NTUPK,1,5.1
8780-YRMTT,0,8.8
8348-HFYIV,0,8.6
5140-FOMCQ,1,8.9
6242-SGYTS,0,11.4
8166-ORCHU,0,6.6
8414-OOEEL,1,7.9
8454-AATJP,1,3.2
6849-WLEYG,0,9.5
4659-NZRUF,0,18.6
4531-AUZNK,0,4.4
4191-XOVOM,0,9.7
2150-OEGBV,1,9.1
8429-XIBUM,0,5.9
1855-CFULU,0,7.6
4878-BUNFV,0,9.7
1872-EBWSC,1,12.6
2608-BHKFN,0,10.2
7026-YMSBE,0,2.7
7341-LXCAF,0,13.8
6997-UVGOX,1,10.7
9674-EHPPG,0,4.4
9462-MJUAW,0,10.3
8128-YVJRG,0,11.9
5440-VHLUL,1,8.8
5781-BKHOP,0,15.0
4283-FUTGF,0,5.2
5213-TWWJU,0,10.2
1569-TTNYJ,0,6.9
8628-MFKAX,1,16.5
2397-BRLOM,0,3.5
7629-WIXZF,0,9.6
5445-GLVOT,0,11.2
3976-HXHCE,0,7.7
2466-NEJOJ,2,10.9
0254-KCJGT,0,11.4
5472-CVMDX,0,13.7
6461-SZMCV,1,10.4
8150-QUDFX,0,7.1
9508-ILZDG,0,8.3
2346-DJQTB,0,9.2
1697-LYYYX,1,15.2
1942-OQFRW,0,3.8
4749-VFKVB,2,9.5
9640-ZSLDC,1,5.2
4231-LZUYM,0,14.3
7598-UAASY,1,13.7
7938-OUHIO,1,9.6
8510-AWCXC,0,10.5
6128-AQBMT,0,1.3
3594-BDSOA,0,6.3
0431-APWVY,0,11.2
5133-VRSAB,0,8.9
5996-DAOQL,0,15.9
6838-YAUVY,0,9.6
0484-JPBRU,0,13.8
7883-ROJOC,2,10.3
0244-LGNFY,0,16.9
7274-CGTOD,1,14.7
4295-YURET,0,7.3
3426-NIYYL,0,6.7
8225-BTJAU,1,13.6
4635-EJYPD,0,13.6
1866-ZSLJM,0,9.4
4636-TVXVG,2,10.9
4236-UJPWO,1,15.2
9392-XBGTD,0,16.3
3387-VATUS,0,10.1
6402-SSEJG,1,12.7
1143-NMNQJ,0,15.2
1169-SAOCL,0,11.1
1110-KYLGQ,0,8.6
9929-PLVPA,0,12.0
3518-PZXZQ,0,9.2
2371-JUNGC,0,5.5
7693-QPEFS,1,8.3
0924-BJCRC,1,6.1
5074-FBGHB,0,15.7
2351-BKRZW,0,15.9
4455-BFSPD,0,13.1
0415-MOSGF,0,10.3
1724-BQUHA,3,14.0
3948-KXDUF,0,8.9
2323-ARSVR,1,11.4
0815-MFZGM,2,8.7
4826-XTSOH,0,9.2
5480-XTFFL,0,14.9
8295-FHIVV,2,13.1
2495-INZWQ,0,10.5
9086-YJYXS,0,14.0
1179-INLAT,0,6.0
7909-FIOIY,0,5.5
4139-SUGLD,0,11.9
6857-VWJDT,0,7.3
6351-SCJKT,0,7.7
5468-BPMMO,1,11.6
5624-BQSSA,0,7.9
0197-PNKNK,0,4.2
2439-QKJUL,0,6.0
1194-SPVSP,0,1.0
9534-NSXEM,3,12.8
2408-WITXK,0,7.0
8929-KSWIH,0,16.8
2250-IVBWA,0,7.8
1810-MVMAI,0,1.0
9506-UXUSK,0,5.3
1229-RCALF,0,12.7
3572-UOLYZ,1,14.0
1429-UYJSV,1,9.6
5577-OTWWW,0,5.0
6100-QQHEB,0,12.8
6366-XIVKZ,0,7.1
3470-OBUET,0,13.5
2770-NSVDG,0,12.3
9375-MHRRS,0,13.3
2634-HCZGT,0,12.4
7503-QQRVF,0,6.8
4860-YZGZM,0,6.9
6599-GZWCM,0,9.9
